seed,geometry,head_classes,tail_classes,head_train_examples,tail_train_examples,tail_eval_examples,warmup_steps,hidden_dim,head_loss_before,head_loss_after,actual_head_loss_decrease,actual_head_gain_relative_error,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_positive_margin_fraction_before,tail_margin_certified_preserved_fraction,tail_prediction_changed_fraction,tail_positive_margin_prediction_changed_fraction,tail_output_drift_fro,tail_output_drift_rms,centered_tail_output_drift_fro,true_logit_delta_fro,competitor_logit_delta_fro,margin_delta_fro,margin_delta_rms,tail_output_jvp_fro,tail_output_linearization_residual_fro,tail_output_linearization_relative_error,update_fro_norm,update_op_norm,step_size,alignment,nrG,stA_tail,condition_score_tail,target_head_gain_fraction
18,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0897640426724308,0.088879861444678,0.0008841812277527,0.0149939759517143,0.0008976404267243,12.644009652980168,12.643968925632068,-4.0727348100233485e-05,0.19,0.19,0.0,-11.804734173963972,-11.805997173095122,0.0012629991311499,0.19,1.0,0.005,0.0,0.3841648233807365,0.0085901865964352,0.3841245606414992,0.0423074273938443,0.141864812249461,0.1548664015433053,0.010950708270923,0.3841499867790392,1.7176498718220478e-05,4.471300093549215e-05,0.0025609824848868,0.0022413368858208,0.0025609824848868,0.3505062732843969,2.659963991737214,1.2244056024308054,2.1630811426276435,0.01
18,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0897640426724308,0.0888742670424388,0.0008897756299919,0.0087616338326448,0.0008976404267243,12.644009652980168,12.645595763990768,0.0015861110105994,0.19,0.19,0.0,-11.804734173963972,-11.808163956410771,0.0034297824467994,0.19,1.0,0.0,0.0,0.2795764948445118,0.0062515204738344,0.2792274183985115,0.0601294834527564,0.1013672073331728,0.124187181076783,0.0087813597875835,0.2795773115590836,7.587852105271719e-05,0.0002714044306012,0.0081658472713736,0.0012600175892517,0.0012600175892517,0.7124030921325114,2.659963991737214,1.2244056024308054,2.1630811426276435,0.01
19,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0672170653037603,0.066549780523975,0.0006672847797853,0.0072687988238475,0.0006721706530376,11.278054653133577,11.275755723329883,-0.0022989298036932,0.19,0.19,0.0,-10.418679566630994,-10.415545314970752,-0.0031342516602421,0.19,1.0,0.0,0.0,0.2264423626154692,0.0050634051579384,0.22643749370806,0.0163460192467742,0.0877155237570734,0.0847548196914779,0.0059930707742087,0.2264345881236831,8.468687713305785e-06,3.740015067256429e-05,0.0017064503139373,0.0015412630336145,0.0017064503139373,0.3938999263838475,2.0136556666383503,1.2507317990413953,1.6103704161476633,0.01
19,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0672170653037603,0.0665488697595466,0.0006681955442136,0.0059138387044147,0.0006721706530376,11.278054653133577,11.27745810099842,-0.0005965521351551,0.19,0.19,0.0,-10.418679566630994,-10.418172630009954,-0.0005069366210399,0.19,1.0,0.0,0.0,0.1926873881044302,0.0043086209820839,0.192656501405955,0.0339460471264861,0.0606680429354882,0.0632395594664007,0.0044717121337941,0.1926860852678298,4.144721099114416e-05,0.0002151022526278,0.0061754162685793,0.0009528874176522,0.0009528874176522,0.7054040598980205,2.0136556666383503,1.2507317990413953,1.6103704161476633,0.01
0,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0871984360909382,0.0854881420246923,0.0017102940662458,0.0193092084459795,0.0017439687218187,12.431107949501625,12.43868054223786,0.0075725927362366,0.19,0.19,0.0,-11.462027261065275,-11.47693551283603,0.0149082517707537,0.19,1.0,0.005,0.0,0.8181453361695901,0.0182942858714962,0.8178094778236289,0.1710298270273171,0.3696327107195373,0.4098955780910182,0.0289839942846539,0.8181496976769341,0.0002139505573268,0.0002615053919036,0.0057863922670123,0.0048321538051459,0.0057863922670123,0.301391375030165,3.5889209483632034,1.2303187324386262,2.912632676059121,0.02
0,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0871984360909382,0.0854786732986788,0.0017197627922594,0.0138797956961461,0.0017439687218187,12.431107949501625,12.437055070112072,0.0059471206104504,0.19,0.19,0.0,-11.462027261065275,-11.473279097682088,0.011251836616811,0.19,1.0,0.005,0.0,0.5411414286638543,0.0121002901993373,0.540276886317086,0.1331966324940336,0.2809566313281608,0.3110325405199916,0.0219933218571365,0.5411233542743399,0.0002874455350638,0.0005312014955432,0.0158916280109703,0.0024521314384441,0.0024521314384441,0.7112052374016691,3.5889209483632034,1.2303187324386262,2.912632676059121,0.02
1,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1627348510792468,0.1595427012336545,0.0031921498455922,0.0192175110548947,0.0032546970215849,10.53344960455768,10.530299172325416,-0.0031504322322639,0.2,0.2,0.0,-9.405020229033603,-9.406148908637356,0.0011286796037541,0.2,1.0,0.01,0.0,0.8816589038143706,0.0197144924189688,0.8816104870806961,0.1898083121415667,0.2624747375120979,0.3131159476946976,0.0221406409912572,0.8815816997641361,0.000413672036202,0.0004692384566429,0.0082225002776146,0.0064173816843074,0.0082225002776146,0.3958281437150824,3.982654516143998,1.2527102728983852,3.1683379277825283,0.02
1,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1627348510792468,0.1595248225192613,0.0032100285599855,0.0137243071484581,0.0032546970215849,10.53344960455768,10.533306675761674,-0.0001429287960057,0.2,0.2,0.0,-9.405020229033603,-9.407933282794897,0.0029130537612918,0.2,1.0,0.005,0.0,0.6037472763091815,0.0135001995105767,0.6029308952095085,0.1706743540614268,0.2030097362050558,0.2572274601372212,0.0181887281370421,0.6035303418815972,0.003827128295987,0.0063412359419335,0.0212857118607455,0.0032844566464408,0.0032844566464408,0.9909392547810948,3.982654516143998,1.2527102728983852,3.1683379277825283,0.02
2,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0712434204800017,0.0698486842173335,0.0013947362626682,0.0211473190989082,0.0014248684096,11.725707451088237,11.721798701653425,-0.003908749434812,0.2,0.2,0.0,-10.66165616108613,-10.65755923469859,-0.0040969263875396,0.2,1.0,0.005,0.0,0.405921966651342,0.009076691109928,0.4058951221326046,0.0374251881738014,0.164161770091967,0.1698173139382074,0.0120078974248591,0.4059134410840849,1.1855545357414436e-05,2.920707756252536e-05,0.0031662393892491,0.0027356137546643,0.0031662393892491,0.4500191660927863,2.354244468849263,1.2341678303753287,1.9119016182240869,0.02
2,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0712434204800017,0.069839864964051,0.0014035555159507,0.0149577978609708,0.0014248684096,11.725707451088237,11.722674729544156,-0.0030327215440806,0.2,0.2,0.0,-10.66165616108613,-10.659874212853854,-0.001781948232276,0.2,1.0,0.005,0.0,0.348429658605026,0.0077911240201788,0.3481658268900058,0.0679435815134757,0.1384804759901331,0.1605826839070714,0.0113549104731826,0.3484519226523319,0.0001212665513546,0.0003480151592551,0.0106752762880654,0.0016472308930193,0.0016472308930193,0.8650083091801691,2.354244468849263,1.2341678303753287,1.9119016182240869,0.02
3,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2139824824895041,0.2099623812791275,0.0040201012103765,0.0606471231649158,0.00427964964979,11.37232270136952,11.35626216959798,-0.0160605317715383,0.195,0.195,0.0,-10.353060375527305,-10.33253140595748,-0.020528969569824,0.195,1.0,0.005,0.0,1.3078589016871116,0.0292446140915059,1.3074350131043948,0.0774759776614368,0.4856002560760498,0.4808587392757312,0.0340018475334683,1.308097326701291,0.0003980145879299,0.0003042698580644,0.0109825159887972,0.0087615822226487,0.0109825159887972,0.3896784356294622,3.767914876487232,1.2432549850449512,3.012005176968392,0.02
3,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2139824824895041,0.2098141540823583,0.0041683284071458,0.0260117653905917,0.00427964964979,11.37232270136952,11.360646811206378,-0.0116758901631417,0.195,0.195,0.0,-10.353060375527305,-10.34132728406614,-0.0117330914611635,0.195,1.0,0.005,0.0,0.9358717484602672,0.0209267284777874,0.9349555885901344,0.1237926013228257,0.3033301035953698,0.3102876813606322,0.0219406523608753,0.9360303794005692,0.0033671220247943,0.0035972358364593,0.0296137711419495,0.0045695040922135,0.0045695040922135,0.9365676369745736,3.767914876487232,1.2432549850449512,3.012005176968392,0.02
4,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1633334870222295,0.160122846710537,0.0032106403116925,0.0171518498054367,0.0032666697404445,10.934794569161618,10.938493586397556,0.0036990172359381,0.2,0.2,0.0,-9.865803665958133,-9.872984940307894,0.0071812743497634,0.2,1.0,0.005,0.0,0.6903067396961282,0.0154357279528679,0.690167308357102,0.0921158324076572,0.3415092848379648,0.3496581205436226,0.0247245628133338,0.6902817984224411,4.505569529394807e-05,6.527145203150022e-05,0.0051161270690518,0.0046593495930439,0.0051161270690518,0.6385044187438441,2.3880428582092135,1.2426356079578669,1.913624763641378,0.02
4,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1633334870222295,0.1601091405956373,0.0032243464265921,0.0129561042943493,0.0032666697404445,10.934794569161618,10.935835026177385,0.0010404570157671,0.2,0.2,0.0,-9.865803665958133,-9.870263383689435,0.0044597177313043,0.2,1.0,0.005,0.0,0.5287619680312641,0.0118234770443447,0.5271309255146983,0.1209697087576035,0.2755201784059948,0.2883369847332652,0.0203885037171773,0.5288144259672102,0.0003732773488855,0.0007058758811332,0.0176887770202993,0.0027294375509646,0.0027294375509646,1.196828899525495,2.3880428582092135,1.2426356079578669,1.913624763641378,0.02
5,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.094119196956149,0.0922663715787218,0.0018528253774272,0.0157027273137218,0.0018823839391229,12.176572461421912,12.183526776273425,0.0069543148515105,0.19,0.19,0.0,-11.177556862982527,-11.191278196166,0.0137213331834704,0.19,1.0,0.01,0.0,0.674998626745735,0.0150934281412247,0.6749901117652861,0.0489146578397795,0.3063851285654768,0.3228360262237917,0.0228279543354161,0.674995093006456,4.044913803972291e-05,5.992508458033491e-05,0.0050045611572153,0.0043837293701728,0.0050045611572153,0.3761336668668846,3.4616140268261626,1.235244288640418,2.779311788202929,0.02
5,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.094119196956149,0.0922608968020474,0.0018583001541015,0.0127943001004364,0.0018823839391229,12.176572461421912,12.1821775411764,0.0056050797544866,0.19,0.19,0.0,-11.177556862982527,-11.18904686412339,0.01149000114086,0.19,1.0,0.01,0.0,0.471176770638045,0.0105358328856549,0.4710171329603055,0.0793816956668873,0.2328818343220196,0.2623730183149836,0.0185525740450907,0.4711541106259104,0.0002424433392435,0.0005145733291417,0.0148201562616613,0.002286799758136,0.002286799758136,0.8231520632385043,3.4616140268261626,1.235244288640418,2.779311788202929,0.02
6,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1419396145581634,0.1391471478266722,0.0027924667314911,0.0163187563303867,0.0028387922911632,11.464374371250493,11.46374513013117,-0.0006292411193236,0.19,0.19,0.0,-10.452985597780057,-10.453415912707204,0.0004303149271489,0.19,1.0,0.015,0.0,0.5309438628737592,0.0118722656962205,0.5309087253426231,0.0326911967781337,0.2347439749100995,0.2349987143567601,0.0166169184491785,0.5309458213419156,1.2171751530287708e-05,2.292465830039824e-05,0.0036582304218783,0.0034226919869564,0.0036582304218783,0.7760014990268526,2.301656995858925,1.230362606086305,1.86072929842807,0.02
6,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1419396145581634,0.1391358951135702,0.0028037194445931,0.0123548477566557,0.0028387922911632,11.464374371250493,11.463602249180104,-0.0007721220703889,0.19,0.19,0.0,-10.452985597780057,-10.45401350473238,0.0010279069523235,0.19,1.0,0.015,0.0,0.4124735159137826,0.0092231882050155,0.4123034655258309,0.0745286421247943,0.1854327871621603,0.1966861554764947,0.0139078114302941,0.4124870130790882,0.0003248771891872,0.0007876058612418,0.013303057331402,0.0020527063109731,0.0020527063109731,1.3829510222616856,2.301656995858925,1.230362606086305,1.86072929842807,0.02
7,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0978575678847014,0.0959383636272231,0.0019192042574782,0.0193889450943863,0.001957151357694,12.198531688275327,12.200841648068351,0.0023099597930258,0.19,0.19,0.0,-11.235379752294689,-11.240665455683985,0.0052857033892959,0.19,1.0,0.0,0.0,0.637721441715583,0.0142598849438521,0.6376827544780227,0.0780439304125289,0.2532013917204072,0.2588747926909768,0.0183052121390051,0.637732344321612,5.996759675501795e-05,9.403254717903404e-05,0.0052035993144314,0.0042985020736693,0.0052035993144314,0.3761149234273587,3.694907423363549,1.2339769189352914,2.9802341764306206,0.02
7,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0978575678847014,0.0959282844505734,0.001929283434128,0.0142390231886927,0.001957151357694,12.198531688275327,12.20039856693402,0.0018668786586921,0.19,0.19,0.0,-11.235379752294689,-11.240996220309212,0.0056164680145229,0.19,1.0,0.0,0.0,0.4714706025862867,0.0105424031677572,0.4711868019756711,0.0919482808504933,0.2251864716934997,0.2416530162940214,0.0170874486515685,0.4714839955018504,0.0002414285294111,0.0005120609219283,0.0147591546824413,0.0022773870101093,0.0022773870101093,0.8593846144753516,3.694907423363549,1.2339769189352914,2.9802341764306206,0.02
8,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1839419293320564,0.1803344477696353,0.0036074815624211,0.0193966173126322,0.0036788385866411,11.68852313087508,11.68044472762791,-0.0080784032471701,0.19,0.19,0.0,-10.713790814248428,-10.708381522725126,-0.0054092915233017,0.19,1.0,0.005,0.0,1.073725067296379,0.0240092223962023,1.073488675051074,0.1619630843165418,0.2437623364098246,0.2531456260679553,0.0179000988820365,1.0738280332842456,0.0001588083977006,0.0001478899719305,0.0081148895203095,0.0068604094283672,0.0081148895203095,0.453344260255661,3.048577377933989,1.2323668542525548,2.4734219969558975,0.02
8,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1839419293320564,0.1803233006516789,0.0036186286803774,0.0163665528795706,0.0036788385866411,11.68852313087508,11.685635980193892,-0.0028871506811878,0.19,0.19,0.0,-10.713790814248428,-10.714852309680818,0.0010614954323902,0.19,1.0,0.005,0.0,0.7458439903226963,0.0166775786297124,0.7447997716742004,0.1664462029196784,0.2204229475275943,0.2539608155655919,0.0179577414842096,0.7458918478720752,0.0010362371697166,0.0013892592775652,0.0237139611941511,0.0036591436531285,0.0036591436531285,1.005382388717019,3.048577377933989,1.2323668542525548,2.4734219969558975,0.02
9,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1292894677908474,0.1267571591546018,0.0025323086362455,0.0206825507464655,0.0025857893558169,11.775788464259584,11.777116037640033,0.0013275733804469,0.195,0.195,0.0,-10.648470990167068,-10.65485462043172,0.0063836302646524,0.195,1.0,0.005,0.0,0.7013769714712825,0.0156832658606271,0.7013120694798799,0.1103966452007571,0.2352583798429458,0.2728005509073987,0.0192899119458047,0.7013467930224322,7.235060350753844e-05,0.0001031595271089,0.0055784247368867,0.0047687587716196,0.0055784247368867,0.4635339684192043,3.603759236203245,1.235594004113368,2.899009807917953,0.02
9,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1292894677908474,0.1267392313302428,0.0025502364606046,0.0137493393003374,0.0025857893558169,11.775788464259584,11.77684705976681,0.0010585955072262,0.195,0.195,0.0,-10.648470990167068,-10.654345791175926,0.0058748010088578,0.195,1.0,0.005,0.0,0.4578790413397199,0.0102384866190804,0.4577110574102427,0.1149404111488645,0.1809156565785059,0.2302112713194702,0.0162783951055573,0.4578492008678852,0.000286609486177,0.0006259910154561,0.0156230358057742,0.0024106867614086,0.0024106867614086,1.0726359795936116,3.603759236203245,1.235594004113368,2.899009807917953,0.02
10,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1505008044848245,0.1475740686825761,0.0029267358022484,0.0276677216886376,0.0030100160896964,11.757396146541543,11.762913664854434,0.0055175183128906,0.185,0.185,0.0,-10.906409487102014,-10.920220032619836,0.0138105455178223,0.185,1.0,0.01,0.0,0.72956448880277,0.0163135579093287,0.7295130422119851,0.1254965339505485,0.3310748848937251,0.3830753648784793,0.0270875188211083,0.7295025721834751,6.745006862223982e-05,9.24603575013518e-05,0.0054581927540003,0.0051403387554255,0.0054581927540003,0.5514675324520951,2.9092876836213986,1.236805975447682,2.317769168102913,0.02
10,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1505008044848245,0.1475474964549571,0.0029533080298674,0.018839786279949,0.0030100160896964,11.757396146541543,11.763613347579737,0.0062172010381917,0.185,0.185,0.0,-10.906409487102014,-10.918959757197612,0.0125502700955983,0.185,1.0,0.005,0.0,0.5518179313206157,0.012339024056362,0.5515124920628163,0.1107637714065623,0.2881035620431395,0.3268629372927933,0.0231126999478287,0.5518538277518107,0.0004002272903103,0.0007252414863928,0.0188888708046574,0.0029146160421598,0.0029146160421598,1.032731600374365,2.9092876836213986,1.236805975447682,2.317769168102913,0.02
11,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1507004097549547,0.147758417447481,0.0029419923074736,0.0238937265474277,0.003014008195099,12.336867973568353,12.34266809873846,0.0058001251701078,0.2,0.2,0.0,-11.442906104689582,-11.456650135245956,0.0137440305563725,0.2,1.0,0.01,0.0,0.838890205075978,0.0187581552420862,0.8388535419043479,0.1634981605886694,0.3310902203724074,0.3927613603393021,0.0277724221283973,0.8389034964767301,4.483418475032232e-05,5.344379292566931e-05,0.0060464391991818,0.0055109034959993,0.0060464391991818,0.4984765571622623,3.295597088971876,1.2321490716387244,2.6400486964944374,0.02
11,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1507004097549547,0.1477482371281351,0.0029521726268195,0.0205160584433943,0.003014008195099,12.336867973568353,12.339943346059664,0.0030753724913132,0.2,0.2,0.0,-11.442906104689582,-11.45174339814904,0.0088372934594591,0.2,1.0,0.01,0.0,0.5872870176062449,0.0131321369367067,0.5868426019201887,0.1264333010137625,0.2779846327435591,0.3065864364542414,0.0216789348236612,0.5873991595188411,0.0011679880917689,0.0019884061337876,0.0192129050501931,0.0029646156117484,0.0029646156117484,1.0166607040571982,3.295597088971876,1.2321490716387244,2.6400486964944374,0.02
12,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1023905815495899,0.1004097184529045,0.0019808630966853,0.0326927209969958,0.0020478116309917,11.692237031888524,11.688894341268368,-0.0033426906201565,0.19,0.19,0.0,-10.682582505466309,-10.67634607910204,-0.0062364263642678,0.19,1.0,0.0,0.0,0.5623177521919284,0.0125738071885603,0.5623088696232779,0.0224633954261183,0.1570374119235126,0.1550915020240524,0.0109666252785614,0.5622396332490628,8.377221761112742e-05,0.0001489973538987,0.0042359001773347,0.0038302330466865,0.0042359001773347,0.4834419002480612,2.0542654766128714,1.2364002624887285,1.6627484725339872,0.02
12,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1023905815495899,0.1003811345625749,0.002009446987015,0.0187344594571754,0.0020478116309917,11.692237031888524,11.692310970896497,7.393900797225683e-05,0.19,0.19,0.0,-10.682582505466309,-10.682007204954092,-0.0005753005122155,0.19,1.0,0.0,0.0,0.4792478964129945,0.0107163087445323,0.4790997171987707,0.0461401797961035,0.1422742502057047,0.1435065989467411,0.0101474489260258,0.4792354115296909,0.0002526379562643,0.0005271687988539,0.0148698833223606,0.0022944728101856,0.0022944728101856,0.8924976673949193,2.0542654766128714,1.2364002624887285,1.6627484725339872,0.02
13,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2983265704719595,0.2924741785712781,0.0058523919006813,0.019129960260881,0.0059665314094391,11.798497151250212,11.804924886317153,0.0064277350669392,0.175,0.175,0.0,-10.978011469887065,-10.990539870199663,0.0125284003125987,0.175,1.0,0.01,0.0,1.029178860846408,0.0230131389385836,1.0291606763050871,0.1536269167120639,0.2741423483003943,0.3365037096557846,0.0237944054992034,1.0290474072591071,0.0002326524012652,0.0002260852120359,0.0077236958932418,0.0064110816623878,0.0077236958932418,0.772496935652249,3.1275895819911073,1.2238854867405935,2.560102197792144,0.02
13,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2983265704719595,0.2924395574764284,0.005887012995531,0.0133274105927471,0.0059665314094391,11.798497151250212,11.803305788943996,0.0048086376937828,0.175,0.175,0.0,-10.978011469887065,-10.987263519617557,0.0092520497304899,0.175,1.0,0.01,0.0,0.7259980678081395,0.016233810311525,0.725813745983349,0.1096158123248989,0.2143563530418367,0.2587832968484667,0.0182987424059362,0.7259780588560925,0.0008612401417094,0.0011863170397553,0.02251021756606,0.0034734019788185,0.0034734019788185,1.7177773968645502,3.1275895819911073,1.2238854867405935,2.560102197792144,0.02
14,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0876991205575151,0.0860170775765476,0.0016820429809675,0.0410149096851955,0.0017539824111503,11.872463839575502,11.872665482594456,0.0002016430189524,0.17,0.175,-0.0049999999999999,-11.114137358697672,-11.114769626823936,0.0006322681262638,0.17,0.9705882352941176,0.005,0.0,0.8295932917924772,0.0185502699412579,0.8295743877467265,0.0447337130924377,0.2978717441845154,0.2937708663613068,0.0207727371719127,0.8295429629836316,0.0001352654366508,0.0001630601942114,0.0058447701071447,0.0049452695995732,0.0058447701071447,0.3000943371589942,2.697432100300075,1.2206392561552022,2.2207234058691645,0.02
14,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0876991205575151,0.0859860639810332,0.0017130565764818,0.0233330929707534,0.0017539824111503,11.872463839575502,11.875247951970412,0.0027841123949094,0.17,0.175,-0.0049999999999999,-11.114137358697672,-11.118600202541083,0.0044628438434113,0.17,0.9705882352941176,0.005,0.0,0.627141328534006,0.0140233064210156,0.6268611056746296,0.068698482577566,0.244900221116295,0.2510613613502189,0.0177527191104665,0.6270484974162779,0.002072025306276,0.0033044099695856,0.0181598168773628,0.0028021205788752,0.0028021205788752,0.6259482280574655,2.697432100300075,1.2206392561552022,2.2207234058691645,0.02
15,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1577973256972249,0.1547150882966461,0.0030822374005788,0.0233556281895174,0.0031559465139444,10.927135648976414,10.92430791037277,-0.0028277386036439,0.195,0.195,0.0,-9.951316310031515,-9.946753765559857,-0.0045625444716606,0.195,1.0,0.01,0.0,0.6587673202680042,0.0147304850947463,0.6587606183519403,0.0370899455876145,0.1432536930264898,0.1294160473575353,0.0091510964680872,0.6586827967127385,0.000132807260096,0.0002016255180169,0.00525394730626,0.0045871302839137,0.00525394730626,0.6006810365578327,2.4154291252369986,1.250537340054298,1.9317572508966507,0.02
15,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1577973256972249,0.1546886548994144,0.0031086707978105,0.0149798850915452,0.0031559465139444,10.927135648976414,10.928457163253436,0.0013215142770235,0.195,0.195,0.0,-9.951316310031515,-9.954316610160497,0.0030003001289813,0.195,1.0,0.015,0.0,0.5353066125836148,0.011969819745421,0.5351349866794495,0.1025467914273702,0.1507981180932617,0.1677850191886899,0.0118641924849837,0.53529470442401,0.0007890045717674,0.0014739629688966,0.0171337618734483,0.0026437968545258,0.0026437968545258,1.193717478157187,2.4154291252369986,1.250537340054298,1.9317572508966507,0.02
16,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2417549478807895,0.237092426620227,0.0046625212605624,0.0356926918282554,0.0048350989576157,11.731373274577695,11.71495426240888,-0.0164190121688143,0.195,0.195,0.0,-10.830356084949033,-10.81516539682205,-0.0151906881269816,0.195,1.0,0.01,0.0,1.2792359190542884,0.028604584742648,1.279209933304227,0.2527676406977855,0.620790776473564,0.6839759555287215,0.0483644036322907,1.2793360877517304,0.0001895511264241,0.0001481636672637,0.0091761355483455,0.0076664360666775,0.0091761355483455,0.5269210477702185,2.8296840554752025,1.218539757297849,2.3326412864370143,0.02
16,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2417549478807895,0.2370351039762147,0.0047198439045747,0.0238371652889284,0.0048350989576157,11.731373274577695,11.720555017771044,-0.010818256806651,0.195,0.195,0.0,-10.830356084949033,-10.821722937236434,-0.0086331477125973,0.195,1.0,0.0,0.0,0.9458562199500268,0.0211499880474925,0.945357546336043,0.2329588906330355,0.4639584145159352,0.5102418972581929,0.0360795505596757,0.9461341379352474,0.0008378040952825,0.0008855024480047,0.027502583223495,0.0042437407239965,0.0042437407239965,1.139348341965238,2.8296840554752025,1.218539757297849,2.3326412864370143,0.02
17,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.073734339230786,0.0723035057751326,0.0014308334556533,0.0297373851992253,0.0014746867846157,12.522970439816431,12.519097865383324,-0.0038725744331102,0.185,0.185,0.0,-11.696485415094276,-11.693853972356068,-0.0026314427382096,0.185,1.0,0.0,0.0,0.720265602853418,0.016105628498351,0.7202377445879545,0.0825213673439822,0.3826860302968972,0.3917014397238564,0.0276974744229272,0.7201998815731361,6.767337758420614e-05,9.396471634567178e-05,0.0048893168364777,0.0044014036932756,0.0048893168364777,0.3016140769633751,2.6035938389588633,1.226910617716242,2.1164312693596763,0.02
17,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.073734339230786,0.0722870921643922,0.0014472470663937,0.018607150011931,0.0014746867846157,12.522970439816431,12.521366982526509,-0.0016034572899243,0.185,0.185,0.0,-11.696485415094276,-11.696757727346323,0.0002723122520471,0.185,1.0,0.0,0.0,0.526591878476732,0.0117749523667328,0.5260931692128543,0.1025978403999925,0.2691660556934642,0.2893615916103743,0.0204609543642628,0.5265542825690335,0.0002831745169693,0.0005377878907142,0.016101896068406,0.0024845765040964,0.0024845765040964,0.5935364768137756,2.6035938389588633,1.226910617716242,2.1164312693596763,0.02
18,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0897640426724308,0.0880224233607591,0.0017416193116716,0.0298903325760209,0.0017952808534486,12.644009652980168,12.643988251268848,-2.1401711320478967e-05,0.19,0.19,0.0,-11.804734173963972,-11.807327493947373,0.0025933199834007,0.19,1.0,0.005,0.0,0.7683593203548313,0.0171810367145894,0.7682787979865306,0.0846162538973247,0.2837395204575643,0.3101617759757838,0.0219317495057339,0.7682999735580784,6.870599487372839e-05,8.942600187208606e-05,0.0051219649697737,0.0044826737716416,0.0051219649697737,0.3505062732843969,2.659963991737214,1.2244056024308054,2.1630811426276435,0.02
18,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0897640426724308,0.0880001164386643,0.0017639262337664,0.0174650220448595,0.0017952808534486,12.644009652980168,12.647217258698875,0.0032076057187087,0.19,0.19,0.0,-11.804734173963972,-11.811688774341558,0.0069546003775862,0.19,1.0,0.01,0.0,0.5591513974428982,0.0125030053439632,0.5584542346158928,0.1202379278576995,0.2027241423086307,0.2474070726187166,0.0174943218762207,0.5591546231181673,0.0003035140842174,0.0005428088612142,0.0163316945427473,0.0025200351785035,0.0025200351785035,0.7124030921325114,2.659963991737214,1.2244056024308054,2.1630811426276435,0.02
